,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,comparison,group1,group2
PLK4,0.9590000000000001,0.040999999999999925,3.1523187747042516,2.7648292e-07,1.5804171e-06,1e-07,0.5,-2.4549487,-2.5052443,1.0183674,-5.9992313,1.1518879,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
FABP6,0.9352,0.06479999999999997,2.669454663171554,9.2499283e-07,1.6941136e-07,1e-07,0.5,2.4485831,2.411971,1.2986771,-2.1868572,8.52239,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
ZNF252P-AS1,0.9838,0.016199999999999992,4.106410775003809,4.425292e-07,8.33371e-08,1e-07,0.5,2.4352083,2.4198532,0.75595325,-0.11559868,5.0271606,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
LINC01559,0.9754,0.024599999999999955,3.6801008040858587,5.477059e-07,2.8736608e-06,1e-07,0.5,-2.4326978,-2.4804611,0.85432583,-5.0762997,1.0018463,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
NOX1,0.9586,0.04139999999999999,3.1421927747802774,3.2749068e-07,1.798873e-06,1e-07,0.5,-2.41604,-2.4708424,1.2011079,-6.208647,3.303568,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
MUC5AC,0.9602,0.03979999999999995,3.1832744429646964,6.018351e-07,3.0557146e-06,1e-07,0.5,-2.402755,-2.4496803,1.111828,-6.7547207,3.2292309,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
IGFBP6,0.9782,0.02180000000000004,3.8038037298175786,0.0014496339,0.00029306088,1e-07,0.5,2.4016206,2.3812456,0.95723236,-0.5230322,5.4471197,2.0766094,0.89572704,1.0,0.8666666666666666,23.157019,6.833455,True,Left vs Right,Left,Right
NTRK2,0.9522,0.047799999999999954,2.9917492585600054,0.00014009558,3.1295265e-05,1e-07,0.5,2.4010296,2.4404306,1.332119,-3.023635,7.038146,0.97558725,0.018936215,0.625,0.06666666666666667,10.35742,0.1502984,True,Left vs Right,Left,Right
PDE3A,0.9748,0.0252,3.65538794066687,5.2581945e-06,2.8680786e-05,1e-07,0.5,-2.4009411,-2.4432297,0.912734,-5.513279,0.691576,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
NAPSA,0.9178000000000001,0.08219999999999994,2.412824089139726,6.3051225e-08,3.4457656e-07,1e-07,0.5,-2.3951333,-2.4873924,1.1148151,-5.675459,2.714468,0.0,0.012297726,0.0,0.06666666666666667,0.0,0.08841689,True,Left vs Right,Left,Right
CALB2,0.9490000000000001,0.050999999999999934,2.923582980344599,1.2010292e-06,7.056982e-06,1e-07,0.5,-2.3893325,-2.3218737,1.2376884,-6.9344482,1.2903233,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
TTK,0.9288000000000001,0.07119999999999993,2.568400482282905,1.8742287e-07,1.0115978e-06,1e-07,0.5,-2.3793032,-2.4294405,1.1945597,-6.3831444,2.183773,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
PCSK9,0.9520000000000001,0.04799999999999993,2.987363826054366,4.5353863e-07,2.3542727e-06,1e-07,0.5,-2.37825,-2.5489197,1.4116609,-6.230381,3.488306,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
FOXM1,0.9356,0.06440000000000001,2.676074257008553,5.4725075e-07,2.9134344e-06,1e-07,0.5,-2.3755178,-2.5166378,1.3831885,-6.978901,3.4347954,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
MCM2,0.9808,0.019199999999999995,3.9334577755107722,1.4725235e-06,7.856431e-06,1e-07,0.5,-2.3703575,-2.3995094,0.8261177,-5.3113556,0.8905964,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
CCNI2,0.9450000000000001,0.05499999999999994,2.843851571025118,1.4906406e-07,7.5287477e-07,1e-07,0.5,-2.3694415,-2.424716,1.0363789,-5.5358753,2.047449,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
LINC01612,0.9782,0.02180000000000004,3.8038037298175786,3.036778e-07,1.5359453e-06,1e-07,0.5,-2.3664587,-2.3354912,0.92090106,-6.2874184,0.93803596,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
ZNF578,0.9932,0.006800000000000028,4.984007980933258,2.496996e-07,1.2646378e-06,1e-07,0.5,-2.3614073,-2.380478,0.6814345,-4.9314175,-0.04157257,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
SYNGR1,0.9806,0.019399999999999973,3.9228910578819054,6.068271e-05,1.2202549e-05,1e-07,0.5,2.353554,2.3972917,0.74849564,-1.004468,4.890155,0.0,0.044495814,0.0,0.2,0.0,0.32033777,True,Left vs Right,Left,Right
SLC2A14,0.9763999999999999,0.023600000000000065,3.722625213000218,1.3393782e-06,7.1226e-06,1e-07,0.5,-2.3464382,-2.3956976,0.80309707,-4.590786,0.89009476,0.0,0.02379216,0.0,0.06666666666666667,0.0,0.18426503,True,Left vs Right,Left,Right
TOP2A,0.9474,0.05259999999999998,2.8910050911871408,2.0962307e-06,1.0014244e-05,1e-07,0.5,-2.3448477,-2.3885965,1.2275134,-5.9074802,3.3331661,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
VEGFC,0.9672,0.03280000000000005,3.3839764893716042,4.4496996e-06,2.3520914e-05,1e-07,0.5,-2.3425972,-2.306346,1.0526719,-6.5133095,1.0854034,0.0,0.028498609,0.0,0.13333333333333333,0.0,0.2023795,True,Left vs Right,Left,Right
SFN,0.9511999999999999,0.048800000000000066,2.9699938381124933,1.3139472e-06,7.430897e-06,1e-07,0.5,-2.3413498,-2.2860403,1.2661757,-8.418043,2.3937664,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
HOXB9,0.9744,0.025599999999999956,3.6392291651079196,7.7237485e-07,3.8117275e-06,1e-07,0.5,-2.329407,-2.3681192,0.88860387,-5.251034,1.6958942,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
TFPI2,0.9254,0.0746,2.518085446021074,1.778951e-05,9.3148206e-05,1e-07,0.5,-2.3258846,-2.3332682,1.4166552,-6.998767,2.7516356,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
CCDC144A,0.97,0.030000000000000027,3.476098366811273,1.0117739e-06,5.0927283e-06,1e-07,0.5,-2.3241127,-2.338315,0.940524,-5.752346,0.6806507,0.0,0.012547174,0.0,0.06666666666666667,0.0,0.08457825,True,Left vs Right,Left,Right
CPA5,0.9496,0.0504,2.936049480336206,3.3065388e-07,6.716337e-08,1e-07,0.5,2.3178446,2.3178444,0.8712463,-1.004219,5.582199,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
LNX2,0.9614,0.03859999999999997,3.2151380303232497,1.0060817e-06,5.022697e-06,1e-07,0.5,-2.314136,-2.378502,0.9323623,-4.674862,1.2411938,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
WFDC3,0.9665999999999999,0.033400000000000096,3.365228570372714,1.2452497e-06,6.4630835e-06,1e-07,0.5,-2.312721,-2.2916899,1.0047187,-6.682378,1.3255615,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
KIFC1,0.9516,0.0484,2.978644768603285,4.154122e-07,2.093292e-06,1e-07,0.5,-2.3047423,-2.3888798,1.0907787,-5.343046,2.6632404,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
CHRM3,0.9828,0.017199999999999993,4.045495685607447,3.0760962e-06,6.425719e-07,1e-07,0.5,2.2971618,2.3018885,0.85562485,-0.7003288,5.282112,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
PCDHGC3,0.9984,0.0016000000000000458,6.4361441284049565,5.830639e-06,1.1970822e-06,1e-07,0.5,2.2913208,2.28267,0.66166025,0.29120445,4.712635,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
GRHL2,0.9538,0.04620000000000002,3.0274740018106154,1.4958756e-07,6.9590027e-07,1e-07,0.5,-2.2888436,-2.3077946,0.9686468,-5.661068,1.2598476,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
DUSP4,0.9122,0.08779999999999999,2.340797660703828,2.519597e-06,1.2145151e-05,1e-07,0.5,-2.2869713,-2.4083962,1.6391802,-7.4284306,4.313444,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
GRIN2D,0.9688,0.031200000000000006,3.4356397872327245,5.3407484e-07,2.6174916e-06,1e-07,0.5,-2.2828453,-2.350051,1.5717402,-8.6236725,4.475992,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
GATA6,0.9696,0.030399999999999983,3.4624406882690915,1.698691e-06,8.043321e-06,1e-07,0.5,-2.2748268,-2.3182821,0.9071623,-5.460846,1.126831,0.0,0.014995832,0.0,0.06666666666666667,0.0,0.10899615,True,Left vs Right,Left,Right
LY6G6C,0.9622,0.037799999999999945,3.236912972482433,4.367123e-07,2.2474317e-06,1e-07,0.5,-2.2746549,-2.3294735,0.8865854,-5.1530685,1.3982792,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
XRCC2,0.9564,0.04359999999999997,3.088118866327286,7.6346504e-07,3.7468094e-06,1e-07,0.5,-2.2739813,-2.3284063,0.9651487,-5.6360703,1.7276211,0.0,0.0438329,0.0,0.06666666666666667,0.0,0.36364633,True,Left vs Right,Left,Right
ADAT3,0.9986,0.0013999999999999568,6.569874928627714,6.237096e-06,1.3116527e-06,1e-07,0.5,2.2676084,2.2563543,0.5870295,0.33618546,4.125433,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
DAPK1,0.964,0.03600000000000003,3.2875720887501396,5.6597764e-06,2.748106e-05,1e-07,0.5,-2.2667005,-2.3321123,0.8162086,-5.0538826,1.4124889,0.0,0.06663465,0.0,0.13333333333333333,0.0,0.47096375,True,Left vs Right,Left,Right
HIST1H3A,0.977,0.02300000000000002,3.7489920115665325,1.6770657e-06,3.334698e-07,1e-07,0.5,2.262624,2.257125,0.8436828,-0.65476227,5.1606045,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
URAD,0.957,0.04300000000000004,3.1026030536505993,5.431571e-07,2.6982168e-06,1e-07,0.5,-2.2625523,-2.3037376,0.94567716,-5.211321,0.9311695,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
NFYC-AS1,0.9852,0.014800000000000035,4.198216819951087,1.8273486e-06,4.0511298e-07,1e-07,0.5,2.2622359,2.227827,0.8636169,-0.29400063,5.23752,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
KRT17,0.9464,0.05359999999999998,2.871116068586631,1.2884717e-06,7.4357636e-06,1e-07,0.5,-2.2615929,-2.247363,1.2223809,-6.7772446,2.9499226,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
CENPA,0.9122,0.08779999999999999,2.340797660703828,2.8040324e-07,1.4138845e-06,1e-07,0.5,-2.2565906,-2.2997227,1.203157,-5.7558193,2.076004,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
GJB4,0.947,0.05300000000000005,2.88300700151439,1.342457e-07,6.357864e-07,1e-07,0.5,-2.2536123,-2.2568903,0.97772855,-5.904129,1.8329716,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
SCOC-AS1,0.955,0.04500000000000004,3.0550486389594163,1.3238763e-07,6.5000177e-07,1e-07,0.5,-2.2440104,-2.371149,1.1102725,-5.1814384,3.078209,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
PODN,0.9843999999999999,0.015600000000000058,4.1447607733944425,0.00034530106,7.292623e-05,1e-07,0.5,2.243957,2.1998558,0.90366,-0.8186598,5.5704374,0.6788244,0.42222434,0.5,0.7333333333333333,7.471139,3.2332592,True,Left vs Right,Left,Right
KRT20,0.929,0.07099999999999995,2.571428731691726,1.856453e-06,9.169825e-06,1e-07,0.5,-2.24081,-2.1837873,1.2960565,-7.8610353,2.0919266,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
NLRP3,0.9571999999999999,0.04280000000000006,3.1074740302487704,1.3684097e-06,6.6007806e-06,1e-07,0.5,-2.237513,-2.3369865,1.4147171,-7.3583965,3.893198,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
AC144831.1,0.9302,0.06979999999999997,2.5897654745055814,6.6676216e-07,3.3254507e-06,1e-07,0.5,-2.2334535,-2.381816,1.228767,-5.600542,2.9604836,0.0,0.023102766,0.0,0.06666666666666667,0.0,0.15573162,True,Left vs Right,Left,Right
GINS1,0.9528,0.04720000000000002,3.005010924080578,4.9104705e-07,2.5182496e-06,1e-07,0.5,-2.230795,-2.3398666,1.2627592,-6.0678806,3.0163708,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
CEACAM6,0.9566,0.043399999999999994,3.0929256701788073,3.903041e-06,1.7858772e-05,1e-07,0.5,-2.2289755,-2.283342,1.0630714,-6.0017576,3.3982487,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
NBPF10,0.9912,0.00880000000000003,4.724163482556559,1.6758926e-06,7.754632e-06,1e-07,0.5,-2.2289016,-2.2273865,0.779803,-4.7335625,0.15382195,0.0,0.011949447,0.0,0.06666666666666667,0.0,0.084669486,True,Left vs Right,Left,Right
TMEM229B,0.9884,0.011600000000000055,4.445081524050899,6.3153607e-07,3.068556e-06,1e-07,0.5,-2.2263725,-2.2244244,0.76804554,-4.9077873,0.68852997,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
STRIP2,0.9828,0.017199999999999993,4.045495685607447,1.2245912e-06,6.1633204e-06,1e-07,0.5,-2.2248695,-2.3268375,1.2627085,-6.4129543,3.8347607,0.0,0.011949447,0.0,0.06666666666666667,0.0,0.084669486,True,Left vs Right,Left,Right
GPC3,0.9521999999999999,0.047800000000000065,2.991749258560003,0.00053326524,0.00011920135,1e-07,0.5,2.2230258,2.1498852,1.1465073,-1.4719343,6.411891,1.6095647,0.25558567,0.75,0.5333333333333333,16.882343,1.9861145,True,Left vs Right,Left,Right
VSIG10L,0.986,0.014000000000000012,4.254598320843905,2.0228192e-06,9.054782e-06,1e-07,0.5,-2.2228956,-2.2579432,0.7296957,-4.5250683,0.49298286,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
DNAJC6,0.953,0.04700000000000004,3.0094670996713875,3.413945e-07,1.6328916e-06,1e-07,0.5,-2.218872,-2.2125568,1.0093114,-5.6622696,1.2393494,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
HAS3,0.9632000000000001,0.036799999999999944,3.264762968022639,4.2485325e-07,2.0032712e-06,1e-07,0.5,-2.215364,-2.269884,0.888936,-4.759556,1.5909176,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
PKP2,0.9554,0.04459999999999997,3.0643960281814424,1.9337529e-06,8.932147e-06,1e-07,0.5,-2.2107954,-2.303968,1.0578905,-5.2999077,2.7464962,0.0,0.050674174,0.0,0.13333333333333333,0.0,0.36023313,True,Left vs Right,Left,Right
NKRF,0.9633999999999999,0.03660000000000008,3.2704201909446957,3.7096474e-06,1.8556202e-05,1e-07,0.5,-2.209978,-2.2766767,0.88185006,-4.701108,0.8594761,0.0,0.011371843,0.0,0.06666666666666667,0.0,0.076731704,True,Left vs Right,Left,Right
CHSY3,0.9504,0.04959999999999998,2.9528919237865017,6.9064737e-07,3.2869252e-06,1e-07,0.5,-2.2057066,-2.3227816,0.92208505,-4.578636,1.1245594,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
TYMS,0.9583999999999999,0.04160000000000008,3.137164830143435,5.8158093e-06,2.6935744e-05,1e-07,0.5,-2.20285,-2.23273,0.97587454,-5.2927475,1.2811975,0.0,0.012547174,0.0,0.06666666666666667,0.0,0.08457825,True,Left vs Right,Left,Right
CLIC6,0.9756,0.024399999999999977,3.688469134456731,2.7271824e-06,1.4606348e-05,1e-07,0.5,-2.1961107,-2.356924,1.1487294,-4.962385,3.136322,0.0,0.042993642,0.0,0.13333333333333333,0.0,0.30619317,True,Left vs Right,Left,Right
FOXA1,0.9522,0.047799999999999954,2.9917492585600054,5.8502457e-07,2.522515e-06,1e-07,0.5,-2.1945753,-2.2011776,0.9836861,-5.179163,1.7219296,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
IRF9,0.9924,0.007600000000000051,4.871976698813327,2.2400109e-05,5.054976e-06,1e-07,0.5,2.1914392,2.144692,0.758455,-0.45915794,4.9281416,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
UTS2,0.928,0.07199999999999995,2.556365485657129,2.416345e-07,1.0883459e-06,1e-07,0.5,-2.190618,-2.190339,1.1062617,-6.4223957,1.7157326,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
SLC9A2,0.9643999999999999,0.035600000000000076,3.299160237919333,2.7052587e-07,1.1954437e-06,1e-07,0.5,-2.190308,-2.2032032,0.8643667,-4.980669,0.7521305,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
WISP1,0.9454,0.05459999999999998,2.8515740630356436,1.9275815e-06,1.0373201e-05,1e-07,0.5,-2.1830559,-2.265606,1.1921614,-5.9624147,2.6540012,0.0,0.027997812,0.0,0.06666666666666667,0.0,0.19719702,True,Left vs Right,Left,Right
PARM1,0.9878,0.012199999999999989,4.394043486819026,1.4447843e-05,6.313589e-05,1e-07,0.5,-2.182862,-2.200961,0.7311659,-4.5856686,0.39069653,0.0,0.010651365,0.0,0.06666666666666667,0.0,0.07528377,True,Left vs Right,Left,Right
POMC,0.998,0.0020000000000000018,6.212601105784058,4.989431e-06,1.0884377e-06,1e-07,0.5,2.1801522,2.187768,0.52459824,-0.08307266,3.7655697,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
PDE4C,0.97,0.030000000000000027,3.476098366811273,1.8368902e-06,9.523205e-06,1e-07,0.5,-2.1783311,-2.2947226,1.4639229,-6.3681116,4.7749233,0.0,0.02371478,0.0,0.13333333333333333,0.0,0.17327884,True,Left vs Right,Left,Right
PTPRO,0.9410000000000001,0.05899999999999994,2.7694055368151425,4.582773e-07,1.8902205e-06,1e-07,0.5,-2.1706736,-2.1284504,1.1640732,-6.8284893,2.2402325,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
RRM2,0.9356,0.06440000000000001,2.676074257008553,1.3806373e-06,6.326235e-06,1e-07,0.5,-2.169601,-2.267809,1.2236053,-5.8557186,3.2725163,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
OLFM4,0.944,0.05600000000000005,2.8247743074321585,4.3826876e-06,2.175054e-05,1e-07,0.5,-2.1654825,-2.1725035,1.6726097,-7.578458,5.29871,0.0,0.01654916,0.0,0.06666666666666667,0.0,0.11771,True,Left vs Right,Left,Right
HLA-G,0.9246,0.07540000000000002,2.5065538147297164,1.0080438e-06,2.402718e-07,1e-07,0.5,2.165396,2.229724,1.03065,-1.17906,5.119322,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
ZNF469,0.9428,0.05720000000000003,2.8023001084577674,2.6924688e-06,1.3299756e-05,1e-07,0.5,-2.1651099,-2.2288675,1.44596,-6.7394514,4.113329,0.0,0.08209834,0.0,0.2,0.0,0.595196,True,Left vs Right,Left,Right
MT1G,0.9174,0.0826,2.407533791471142,1.8573955e-05,7.076039e-05,1e-07,0.5,-2.1619244,-2.1907573,1.3194653,-6.5865774,2.9319334,0.0,0.012547174,0.0,0.06666666666666667,0.0,0.08457825,True,Left vs Right,Left,Right
CENPE,0.9424,0.057599999999999985,2.794907082195586,1.0015102e-06,4.7458775e-06,1e-07,0.5,-2.156715,-2.1849365,1.017699,-5.6261826,1.5078754,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
LINGO3,0.9314,0.0686,2.608396160780379,7.7472237e-07,1.7918178e-07,1e-07,0.5,2.1515424,2.1524887,0.9976401,-1.061903,5.3474064,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
TBX6,0.9984,0.0016000000000000458,6.4361441284049565,7.471223e-07,3.298346e-06,1e-07,0.5,-2.1515324,-2.1608286,0.4916761,-3.6213074,-0.16985893,0.0,0.011949447,0.0,0.06666666666666667,0.0,0.084669486,True,Left vs Right,Left,Right
EPHA7,0.9276,0.07240000000000002,2.550394178648677,2.7558633e-06,1.3428931e-05,1e-07,0.5,-2.1464021,-2.1664524,1.1184198,-5.6037655,1.9809837,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
DHCR24,0.9624,0.03759999999999997,3.2424258586979,2.416249e-06,1.1052934e-05,1e-07,0.5,-2.1447928,-2.2631216,0.951433,-4.588131,2.3994179,0.0,0.010651365,0.0,0.06666666666666667,0.0,0.07528377,True,Left vs Right,Left,Right
ALPL,0.961,0.039000000000000035,3.204412516836249,2.4100395e-06,1.0901784e-05,1e-07,0.5,-2.1330128,-2.2677546,1.235222,-5.8905735,3.9017124,0.0,0.02332129,0.0,0.13333333333333333,0.0,0.16140118,True,Left vs Right,Left,Right
EPN3,0.9576,0.04239999999999999,3.1172815665995963,5.7169854e-07,2.5115708e-06,1e-07,0.5,-2.1268651,-2.1589737,0.81937283,-4.7580776,1.1566315,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
C4orf19,0.9254,0.0746,2.518085446021074,1.9489924e-07,8.9384764e-07,1e-07,0.5,-2.1256382,-2.2013493,0.9780565,-5.0264664,2.394884,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
SLC29A2,0.9706,0.02939999999999998,3.4969194327933892,5.1537387e-07,2.1832927e-06,1e-07,0.5,-2.123082,-2.097353,0.8603696,-5.912504,0.8830967,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
FAM83G,0.9474,0.05259999999999998,2.8910050911871408,6.615614e-07,3.0137223e-06,1e-07,0.5,-2.1206796,-2.2066154,1.0250871,-5.426029,2.1855812,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
CDK1,0.9318,0.06820000000000004,2.6146734986376408,1.6899683e-06,8.158604e-06,1e-07,0.5,-2.1161146,-2.2586794,1.1768706,-5.4682894,2.6037292,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
DSC3,0.9236,0.07640000000000002,2.4922962612450195,1.7610958e-07,7.464314e-07,1e-07,0.5,-2.1144617,-2.1578588,1.0189153,-5.8877716,1.9042473,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
SYNM,0.9546,0.045399999999999996,3.0457800897357927,1.0052847e-05,3.2027353e-06,1e-07,0.5,2.1096313,2.178835,1.3951476,-4.1728373,6.5137434,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
PRSS22,0.9236000000000001,0.07639999999999991,2.492296261245021,2.3177769e-07,9.780243e-07,1e-07,0.5,-2.1090658,-2.0846329,1.0829343,-7.0233574,1.9505901,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
LINC01126,0.9464,0.05359999999999998,2.871116068586631,1.0689788e-06,2.5375442e-07,1e-07,0.5,2.1088364,2.072712,0.9587844,-0.6043949,5.6790314,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
TTC30B,0.9795999999999999,0.020400000000000085,3.8716089442401276,6.8683613e-07,3.039619e-06,1e-07,0.5,-2.105519,-2.1446428,0.71036595,-4.164091,0.7698288,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
RMI2,0.9670000000000001,0.03299999999999992,3.377690641297821,1.5397189e-06,6.995369e-06,1e-07,0.5,-2.1044004,-2.190322,1.1353371,-5.6506195,3.2775955,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
C1orf61,0.9592,0.04079999999999995,3.157417287630535,2.5429796e-07,1.0951336e-06,1e-07,0.5,-2.10408,-2.0918894,0.87530637,-5.4411564,0.91889954,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
RNASE2,0.9452,0.05479999999999996,2.8477061794568197,3.2543537e-07,1.447694e-06,1e-07,0.5,-2.1030602,-2.2182655,1.2523519,-6.2584743,4.286577,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
KRT80,0.915,0.08499999999999996,2.3762727020671153,1.1108706e-06,4.9466466e-06,1e-07,0.5,-2.0996222,-2.1635323,1.6236252,-8.698802,4.37759,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
TRIM36,0.9512,0.048799999999999955,2.969993838112496,3.9492184e-07,1.6774204e-06,1e-07,0.5,-2.099526,-2.123767,0.89619565,-5.1292553,1.1459236,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
WDR86,0.9524,0.047599999999999976,2.996152153791112,7.1636096e-06,1.6103271e-06,1e-07,0.5,2.0990756,2.0690851,1.005629,-1.3689213,6.0419827,0.18048596,0.014995832,0.125,0.06666666666666667,2.1544583,0.10899615,True,Left vs Right,Left,Right
CENPU,0.9666,0.033399999999999985,3.3652285703727176,7.208316e-07,3.3279966e-06,1e-07,0.5,-2.0985801,-2.2015076,1.0999721,-5.521738,3.010334,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
RGS6,0.9774,0.022599999999999953,3.766945646311264,2.886739e-06,6.9177554e-07,1e-07,0.5,2.095004,2.058589,0.836521,-0.45118332,5.855156,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
CHRD,0.973,0.027000000000000024,3.5845468560888656,8.3939376e-05,2.0551553e-05,1e-07,0.5,2.094863,2.0638556,0.8889086,-0.82603836,5.5090246,0.15496415,0.0,0.125,0.0,1.7460774,0.0,True,Left vs Right,Left,Right
BUB1,0.9266,0.07340000000000002,2.5355979119144485,2.8025028e-07,1.2558633e-06,1e-07,0.5,-2.0938413,-2.1028862,1.007169,-5.94071,0.9923248,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
KRT15,0.935,0.06499999999999995,2.666159116242096,1.9102674e-07,8.381865e-07,1e-07,0.5,-2.0933237,-2.0733156,0.99666977,-6.0537796,1.4442177,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
ASAH2B,0.958,0.04200000000000004,3.127177932030695,1.2903176e-06,5.6754543e-06,1e-07,0.5,-2.0877788,-2.1788597,0.811152,-4.2677917,1.627636,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
OSBPL10-AS1,0.9646,0.03539999999999999,3.305001415376299,9.3134946e-07,2.3934345e-07,1e-07,0.5,2.0825965,2.0132494,0.9331139,-0.46807098,6.2994175,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
